Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I305549,C467345,Male,61,Cosmetics,5,203.3,1016.5,Cash,27/08/2022,Kanyon
I129336,C106497,Male,30,Shoes,1,600.17,600.17,Debit Card,27/08/2022,Istinye Park
I192264,C531521,Female,24,Cosmetics,2,81.32,162.64,Credit Card,27/08/2022,Cevahir AVM
I393692,C310638,Female,32,Technology,3,3150,9450,Debit Card,27/08/2022,Viaport Outlet
I297507,C232988,Female,60,Food & Beverage,1,5.23,5.23,Credit Card,27/08/2022,Metrocity
I624801,C548065,Female,43,Shoes,3,1800.51,5401.53,Credit Card,27/08/2022,Viaport Outlet
I255378,C163941,Female,35,Food & Beverage,5,26.15,130.75,Cash,27/08/2022,Emaar Square Mall
I330155,C723748,Female,68,Food & Beverage,1,5.23,5.23,Debit Card,27/08/2022,Zorlu Center
I416224,C622332,Female,22,Clothing,5,1500.4,7502,Cash,27/08/2022,Cevahir AVM
I139583,C193614,Male,38,Toys,5,179.2,896,Cash,27/08/2022,Mall of Istanbul
I147802,C258192,Male,52,Clothing,3,900.24,2700.72,Credit Card,27/08/2022,Metropol AVM
I120564,C273457,Female,32,Clothing,4,1200.32,4801.28,Credit Card,27/08/2022,Mall of Istanbul
I245089,C503431,Male,44,Cosmetics,3,121.98,365.94,Cash,27/08/2022,Metrocity
I103085,C252697,Female,27,Clothing,2,600.16,1200.32,Credit Card,27/08/2022,Kanyon
I275819,C145738,Female,59,Food & Beverage,5,26.15,130.75,Debit Card,27/08/2022,Kanyon
I778986,C254317,Male,36,Cosmetics,3,121.98,365.94,Cash,27/08/2022,Forum Istanbul
I130365,C722855,Female,48,Books,3,45.45,136.35,Credit Card,27/08/2022,Kanyon
I289122,C250949,Male,21,Books,4,60.6,242.4,Cash,27/08/2022,Metropol AVM
I806871,C103904,Male,25,Cosmetics,3,121.98,365.94,Cash,27/08/2022,Zorlu Center
I109078,C135921,Male,47,Shoes,2,1200.34,2400.68,Credit Card,27/08/2022,Mall of Istanbul
I115184,C201626,Male,50,Books,1,15.15,15.15,Debit Card,27/08/2022,Mall of Istanbul
I179925,C111514,Female,32,Food & Beverage,2,10.46,20.92,Cash,27/08/2022,Emaar Square Mall
I437250,C316917,Female,42,Cosmetics,1,40.66,40.66,Cash,27/08/2022,Metrocity
I768194,C269239,Female,48,Clothing,1,300.08,300.08,Debit Card,27/08/2022,Kanyon
I255832,C330265,Female,55,Clothing,2,600.16,1200.32,Credit Card,27/08/2022,Cevahir AVM
I910869,C157093,Female,44,Clothing,5,1500.4,7502,Cash,27/08/2022,Mall of Istanbul
I844719,C302568,Female,23,Shoes,2,1200.34,2400.68,Credit Card,27/08/2022,Kanyon
I198730,C285638,Female,63,Clothing,1,300.08,300.08,Cash,27/08/2022,Kanyon
I376978,C560272,Female,21,Shoes,1,600.17,600.17,Cash,27/08/2022,Emaar Square Mall
I280249,C592860,Male,27,Books,2,30.3,60.6,Credit Card,27/08/2022,Metrocity
I351619,C352333,Male,20,Clothing,5,1500.4,7502,Cash,27/08/2022,Kanyon
I140933,C339486,Female,39,Clothing,5,1500.4,7502,Debit Card,27/08/2022,Metrocity
I137015,C108948,Female,65,Food & Beverage,2,10.46,20.92,Debit Card,27/08/2022,Metrocity
I581913,C306392,Male,65,Souvenir,2,23.46,46.92,Credit Card,27/08/2022,Kanyon
I602340,C479271,Female,37,Cosmetics,2,81.32,162.64,Cash,27/08/2022,Metrocity
I287593,C821127,Male,20,Cosmetics,3,121.98,365.94,Credit Card,27/08/2022,Kanyon
I169927,C319982,Female,26,Clothing,1,300.08,300.08,Credit Card,27/08/2022,Istinye Park
I397213,C410751,Male,26,Clothing,5,1500.4,7502,Debit Card,27/08/2022,Cevahir AVM
I258481,C443265,Male,21,Clothing,5,1500.4,7502,Cash,27/08/2022,Viaport Outlet
I163718,C273785,Female,21,Technology,5,5250,26250,Cash,27/08/2022,Kanyon
I159304,C260422,Male,39,Toys,2,71.68,143.36,Debit Card,27/08/2022,Kanyon
I189445,C223287,Female,34,Clothing,4,1200.32,4801.28,Credit Card,27/08/2022,Kanyon
I775298,C178213,Male,66,Cosmetics,2,81.32,162.64,Debit Card,27/08/2022,Forum Istanbul
I107456,C172438,Male,62,Toys,5,179.2,896,Credit Card,27/08/2022,Kanyon
I316627,C620765,Male,56,Cosmetics,2,81.32,162.64,Cash,27/08/2022,Kanyon
I248163,C156746,Female,67,Shoes,5,3000.85,15004.25,Debit Card,27/08/2022,Mall of Istanbul
I144017,C124941,Female,54,Cosmetics,2,81.32,162.64,Debit Card,27/08/2022,Cevahir AVM
I133167,C149120,Female,38,Cosmetics,5,203.3,1016.5,Cash,27/08/2022,Metropol AVM
I795276,C287316,Female,58,Cosmetics,4,162.64,650.56,Cash,27/08/2022,Mall of Istanbul
I271432,C972655,Male,44,Clothing,3,900.24,2700.72,Credit Card,27/08/2022,Istinye Park
I322078,C166574,Female,37,Food & Beverage,5,26.15,130.75,Cash,27/08/2022,Viaport Outlet
I102623,C191191,Male,58,Cosmetics,4,162.64,650.56,Credit Card,27/08/2022,Zorlu Center
I692310,C440786,Female,25,Shoes,4,2400.68,9602.72,Cash,27/08/2022,Kanyon
I120266,C187578,Female,50,Books,2,30.3,60.6,Cash,27/08/2022,Zorlu Center
I457421,C214662,Male,48,Cosmetics,4,162.64,650.56,Cash,28/08/2022,Kanyon
I156674,C226593,Male,26,Toys,3,107.52,322.56,Credit Card,28/08/2022,Metrocity
I245988,C151503,Female,61,Cosmetics,5,203.3,1016.5,Credit Card,28/08/2022,Metrocity
I287972,C186335,Female,44,Food & Beverage,2,10.46,20.92,Debit Card,28/08/2022,Kanyon
I211751,C922910,Female,59,Food & Beverage,4,20.92,83.68,Cash,28/08/2022,Kanyon
I855683,C186980,Male,18,Cosmetics,2,81.32,162.64,Cash,28/08/2022,Emaar Square Mall
I882022,C292923,Male,38,Toys,3,107.52,322.56,Credit Card,28/08/2022,Istinye Park
I206387,C279639,Female,37,Shoes,5,3000.85,15004.25,Credit Card,28/08/2022,Zorlu Center
I140201,C907236,Male,67,Food & Beverage,1,5.23,5.23,Debit Card,28/08/2022,Istinye Park
I415140,C222444,Male,49,Food & Beverage,1,5.23,5.23,Cash,28/08/2022,Kanyon
I771212,C210662,Female,57,Food & Beverage,1,5.23,5.23,Cash,28/08/2022,Emaar Square Mall
I303347,C181929,Male,23,Toys,3,107.52,322.56,Cash,28/08/2022,Cevahir AVM
I228024,C406591,Female,48,Cosmetics,3,121.98,365.94,Cash,28/08/2022,Forum Istanbul
I319113,C996416,Female,65,Technology,4,4200,16800,Debit Card,28/08/2022,Kanyon
I125399,C261429,Male,36,Shoes,2,1200.34,2400.68,Cash,28/08/2022,Metropol AVM
I960442,C305485,Male,51,Clothing,3,900.24,2700.72,Cash,28/08/2022,Metrocity
I115494,C222593,Female,34,Toys,1,35.84,35.84,Cash,28/08/2022,Metropol AVM
I143452,C238871,Female,56,Shoes,3,1800.51,5401.53,Cash,28/08/2022,Viaport Outlet
I528799,C223131,Female,18,Clothing,3,900.24,2700.72,Cash,28/08/2022,Metropol AVM
I207948,C239237,Female,62,Clothing,2,600.16,1200.32,Credit Card,28/08/2022,Mall of Istanbul
I400780,C301831,Male,57,Clothing,3,900.24,2700.72,Debit Card,28/08/2022,Emaar Square Mall
I125131,C258672,Female,41,Clothing,1,300.08,300.08,Credit Card,28/08/2022,Mall of Istanbul
I213136,C104847,Female,67,Toys,1,35.84,35.84,Debit Card,28/08/2022,Kanyon
I175840,C310841,Female,32,Clothing,3,900.24,2700.72,Credit Card,28/08/2022,Kanyon
I288909,C193171,Female,39,Toys,1,35.84,35.84,Credit Card,28/08/2022,Metropol AVM
I101684,C280909,Female,25,Souvenir,5,58.65,293.25,Credit Card,28/08/2022,Mall of Istanbul
I288840,C449241,Female,28,Cosmetics,1,40.66,40.66,Cash,28/08/2022,Metrocity
I491898,C282166,Female,69,Food & Beverage,1,5.23,5.23,Cash,28/08/2022,Kanyon
I218296,C552506,Male,34,Cosmetics,3,121.98,365.94,Credit Card,28/08/2022,Metrocity
I664214,C303243,Female,40,Technology,1,1050,1050,Cash,28/08/2022,Viaport Outlet
I149975,C198925,Male,64,Souvenir,2,23.46,46.92,Cash,28/08/2022,Kanyon
I328138,C168853,Male,33,Souvenir,1,11.73,11.73,Cash,28/08/2022,Viaport Outlet
I168327,C228237,Female,68,Clothing,2,600.16,1200.32,Credit Card,28/08/2022,Emaar Square Mall
I169021,C321248,Male,27,Toys,2,71.68,143.36,Cash,28/08/2022,Metropol AVM
I919156,C246587,Male,43,Technology,4,4200,16800,Cash,28/08/2022,Metrocity
I287359,C169026,Male,58,Souvenir,5,58.65,293.25,Credit Card,28/08/2022,Metrocity
I430507,C182267,Male,39,Cosmetics,4,162.64,650.56,Credit Card,28/08/2022,Mall of Istanbul
I319576,C107831,Male,54,Toys,4,143.36,573.44,Cash,28/08/2022,Metropol AVM
I254452,C123198,Male,65,Clothing,4,1200.32,4801.28,Credit Card,28/08/2022,Metrocity
I506389,C267918,Male,33,Food & Beverage,3,15.69,47.07,Credit Card,28/08/2022,Emaar Square Mall
I673163,C165066,Female,23,Food & Beverage,4,20.92,83.68,Debit Card,28/08/2022,Mall of Istanbul
I329231,C148139,Female,32,Cosmetics,2,81.32,162.64,Cash,28/08/2022,Mall of Istanbul
I730089,C507658,Male,69,Food & Beverage,3,15.69,47.07,Cash,28/08/2022,Kanyon
I212096,C632284,Female,66,Cosmetics,5,203.3,1016.5,Credit Card,28/08/2022,Metrocity
I338348,C873170,Female,43,Toys,2,71.68,143.36,Cash,28/08/2022,Viaport Outlet
I261406,C524837,Female,68,Clothing,5,1500.4,7502,Credit Card,28/08/2022,Forum Istanbul
I539438,C149892,Male,66,Clothing,2,600.16,1200.32,Cash,28/08/2022,Kanyon
I795377,C986876,Female,69,Food & Beverage,4,20.92,83.68,Cash,28/08/2022,Mall of Istanbul
I315278,C288881,Female,43,Clothing,4,1200.32,4801.28,Cash,28/08/2022,Zorlu Center
I307197,C649776,Female,45,Food & Beverage,1,5.23,5.23,Cash,28/08/2022,Kanyon
I490385,C324490,Female,22,Cosmetics,5,203.3,1016.5,Credit Card,28/08/2022,Kanyon
I123973,C358033,Female,29,Shoes,3,1800.51,5401.53,Debit Card,28/08/2022,Mall of Istanbul
I380550,C750435,Female,26,Cosmetics,3,121.98,365.94,Debit Card,28/08/2022,Cevahir AVM
I135461,C253310,Female,54,Technology,2,2100,4200,Debit Card,28/08/2022,Kanyon
I715678,C414684,Female,24,Toys,2,71.68,143.36,Credit Card,28/08/2022,Kanyon
I681396,C151690,Female,60,Clothing,1,300.08,300.08,Debit Card,28/08/2022,Emaar Square Mall
I246693,C323467,Female,61,Cosmetics,3,121.98,365.94,Cash,28/08/2022,Metrocity
I172229,C597160,Male,27,Cosmetics,4,162.64,650.56,Cash,28/08/2022,Kanyon
I325979,C660552,Female,35,Shoes,2,1200.34,2400.68,Cash,28/08/2022,Mall of Istanbul
I510813,C230810,Male,20,Shoes,2,1200.34,2400.68,Cash,28/08/2022,Viaport Outlet
I281665,C862547,Female,25,Cosmetics,1,40.66,40.66,Debit Card,28/08/2022,Metrocity
I265502,C228054,Female,54,Clothing,3,900.24,2700.72,Cash,28/08/2022,Istinye Park
I277825,C269615,Female,51,Souvenir,2,23.46,46.92,Cash,28/08/2022,Kanyon
I687023,C156965,Male,65,Clothing,5,1500.4,7502,Cash,28/08/2022,Forum Istanbul
I317707,C272090,Female,67,Books,3,45.45,136.35,Credit Card,28/08/2022,Cevahir AVM
I252474,C201332,Female,18,Toys,5,179.2,896,Cash,28/08/2022,Metrocity
I300437,C153866,Female,63,Toys,5,179.2,896,Debit Card,28/08/2022,Kanyon
I338446,C374270,Female,51,Souvenir,4,46.92,187.68,Cash,28/08/2022,Kanyon
I103132,C285385,Male,62,Books,3,45.45,136.35,Credit Card,28/08/2022,Metropol AVM
I588258,C238936,Male,22,Food & Beverage,5,26.15,130.75,Credit Card,28/08/2022,Emaar Square Mall
I107127,C723919,Male,64,Cosmetics,3,121.98,365.94,Credit Card,28/08/2022,Metropol AVM
I216027,C326920,Female,34,Cosmetics,2,81.32,162.64,Cash,28/08/2022,Mall of Istanbul
I201517,C273174,Female,20,Souvenir,2,23.46,46.92,Credit Card,28/08/2022,Kanyon
I333735,C531985,Female,53,Toys,3,107.52,322.56,Cash,28/08/2022,Metropol AVM
I129944,C138127,Female,21,Clothing,1,300.08,300.08,Credit Card,28/08/2022,Metrocity
I282679,C314808,Male,61,Clothing,2,600.16,1200.32,Credit Card,28/08/2022,Viaport Outlet
I910944,C188730,Male,23,Toys,2,71.68,143.36,Credit Card,28/08/2022,Metrocity
I339886,C917393,Female,27,Cosmetics,3,121.98,365.94,Credit Card,28/08/2022,Mall of Istanbul
I158431,C339988,Female,54,Clothing,4,1200.32,4801.28,Cash,28/08/2022,Emaar Square Mall
I550234,C185223,Female,51,Clothing,5,1500.4,7502,Cash,28/08/2022,Viaport Outlet
I157635,C288662,Male,36,Cosmetics,5,203.3,1016.5,Cash,28/08/2022,Istinye Park
I333897,C114834,Female,51,Cosmetics,1,40.66,40.66,Cash,28/08/2022,Metrocity
I765722,C573022,Male,51,Clothing,2,600.16,1200.32,Credit Card,28/08/2022,Kanyon
I105968,C219966,Female,29,Cosmetics,5,203.3,1016.5,Cash,28/08/2022,Viaport Outlet
I443807,C219065,Male,67,Food & Beverage,1,5.23,5.23,Cash,28/08/2022,Mall of Istanbul
I232843,C238811,Female,32,Souvenir,2,23.46,46.92,Cash,28/08/2022,Kanyon
I328776,C300553,Female,61,Clothing,2,600.16,1200.32,Cash,28/08/2022,Kanyon
I192118,C184090,Male,57,Food & Beverage,1,5.23,5.23,Debit Card,28/08/2022,Metrocity
I656129,C144890,Male,67,Food & Beverage,2,10.46,20.92,Debit Card,28/08/2022,Istinye Park
I241009,C117956,Female,39,Shoes,3,1800.51,5401.53,Cash,28/08/2022,Zorlu Center
I837110,C110265,Male,49,Food & Beverage,4,20.92,83.68,Credit Card,28/08/2022,Kanyon
I149015,C900014,Female,37,Shoes,5,3000.85,15004.25,Debit Card,28/08/2022,Kanyon
I339460,C107499,Male,37,Food & Beverage,4,20.92,83.68,Credit Card,28/08/2022,Metrocity
I726484,C267357,Female,28,Shoes,4,2400.68,9602.72,Cash,28/08/2022,Mall of Istanbul
I211670,C123220,Female,67,Shoes,3,1800.51,5401.53,Cash,28/08/2022,Metrocity
I225759,C349048,Female,33,Toys,3,107.52,322.56,Cash,28/08/2022,Cevahir AVM
I298791,C221177,Female,29,Shoes,5,3000.85,15004.25,Credit Card,28/08/2022,Metropol AVM
I842546,C402908,Male,26,Clothing,1,300.08,300.08,Cash,28/08/2022,Mall of Istanbul
I330221,C272948,Female,21,Clothing,3,900.24,2700.72,Cash,28/08/2022,Metropol AVM
I155157,C174425,Female,57,Clothing,2,600.16,1200.32,Credit Card,28/08/2022,Forum Istanbul
I886408,C158370,Female,55,Technology,5,5250,26250,Credit Card,28/08/2022,Istinye Park
I274691,C319939,Female,24,Clothing,3,900.24,2700.72,Credit Card,28/08/2022,Kanyon
I168325,C103857,Female,55,Clothing,4,1200.32,4801.28,Credit Card,28/08/2022,Metropol AVM
I259176,C204728,Male,50,Shoes,1,600.17,600.17,Debit Card,28/08/2022,Kanyon
I127106,C213346,Female,50,Cosmetics,5,203.3,1016.5,Debit Card,28/08/2022,Metrocity
I144430,C179738,Female,50,Books,4,60.6,242.4,Debit Card,28/08/2022,Kanyon
I236202,C541032,Male,64,Food & Beverage,5,26.15,130.75,Cash,28/08/2022,Mall of Istanbul
I637580,C923656,Female,53,Clothing,1,300.08,300.08,Debit Card,28/08/2022,Metrocity
I891646,C649316,Female,46,Cosmetics,3,121.98,365.94,Cash,28/08/2022,Metropol AVM
I320989,C148772,Female,69,Clothing,1,300.08,300.08,Credit Card,28/08/2022,Kanyon
I298983,C863355,Male,19,Toys,2,71.68,143.36,Debit Card,28/08/2022,Zorlu Center
I589398,C392557,Female,36,Clothing,4,1200.32,4801.28,Cash,28/08/2022,Metropol AVM
I993461,C139482,Female,65,Souvenir,3,35.19,105.57,Cash,28/08/2022,Emaar Square Mall
I942298,C710740,Female,26,Clothing,1,300.08,300.08,Debit Card,28/08/2022,Kanyon
I374756,C277062,Female,60,Cosmetics,4,162.64,650.56,Debit Card,28/08/2022,Forum Istanbul
I262565,C544829,Male,27,Clothing,4,1200.32,4801.28,Cash,28/08/2022,Mall of Istanbul
I123603,C287902,Male,53,Food & Beverage,5,26.15,130.75,Credit Card,28/08/2022,Kanyon
I925729,C455861,Male,21,Clothing,4,1200.32,4801.28,Debit Card,28/08/2022,Kanyon
I381614,C211364,Female,27,Souvenir,3,35.19,105.57,Credit Card,28/08/2022,Kanyon
I157454,C587144,Male,58,Clothing,1,300.08,300.08,Cash,29/08/2022,Viaport Outlet
I166198,C177141,Female,33,Books,3,45.45,136.35,Cash,29/08/2022,Mall of Istanbul
I288980,C260873,Female,20,Technology,4,4200,16800,Credit Card,29/08/2022,Mall of Istanbul
I332714,C275990,Female,26,Clothing,2,600.16,1200.32,Credit Card,29/08/2022,Metrocity
I459827,C258947,Female,66,Clothing,2,600.16,1200.32,Cash,29/08/2022,Mall of Istanbul
I211489,C249539,Female,46,Toys,5,179.2,896,Cash,29/08/2022,Cevahir AVM
I902662,C813471,Female,51,Food & Beverage,4,20.92,83.68,Cash,29/08/2022,Kanyon
I119612,C122705,Female,35,Toys,4,143.36,573.44,Cash,29/08/2022,Kanyon
I292465,C834923,Female,59,Shoes,4,2400.68,9602.72,Credit Card,29/08/2022,Kanyon
I222072,C242826,Female,35,Toys,4,143.36,573.44,Debit Card,29/08/2022,Metrocity
I108779,C988693,Male,63,Cosmetics,1,40.66,40.66,Cash,29/08/2022,Istinye Park
I704328,C857278,Female,37,Toys,5,179.2,896,Credit Card,29/08/2022,Istinye Park
I497489,C206908,Female,41,Shoes,1,600.17,600.17,Credit Card,29/08/2022,Istinye Park
I235242,C135448,Female,23,Clothing,5,1500.4,7502,Credit Card,29/08/2022,Metropol AVM
I337110,C631479,Female,64,Clothing,2,600.16,1200.32,Cash,29/08/2022,Kanyon
I133591,C135746,Female,36,Clothing,5,1500.4,7502,Credit Card,29/08/2022,Mall of Istanbul
I811763,C348527,Female,60,Toys,4,143.36,573.44,Credit Card,29/08/2022,Metrocity
I531439,C209343,Female,68,Technology,1,1050,1050,Cash,29/08/2022,Mall of Istanbul
I185548,C247305,Male,29,Food & Beverage,3,15.69,47.07,Credit Card,29/08/2022,Mall of Istanbul
I205379,C487134,Male,50,Shoes,3,1800.51,5401.53,Credit Card,29/08/2022,Forum Istanbul
I308795,C116196,Female,22,Toys,2,71.68,143.36,Cash,29/08/2022,Kanyon
I317924,C151976,Female,23,Cosmetics,1,40.66,40.66,Cash,29/08/2022,Kanyon
I925111,C157676,Male,47,Cosmetics,2,81.32,162.64,Debit Card,29/08/2022,Metrocity
I924337,C196028,Female,63,Clothing,2,600.16,1200.32,Cash,29/08/2022,Metropol AVM
I302417,C210093,Female,37,Toys,3,107.52,322.56,Cash,29/08/2022,Zorlu Center
I139788,C243882,Male,48,Clothing,2,600.16,1200.32,Cash,29/08/2022,Kanyon
I197165,C161237,Female,29,Clothing,2,600.16,1200.32,Cash,29/08/2022,Mall of Istanbul
I109520,C116420,Male,64,Cosmetics,2,81.32,162.64,Credit Card,29/08/2022,Kanyon
I833549,C318505,Female,32,Clothing,2,600.16,1200.32,Credit Card,29/08/2022,Cevahir AVM
I105298,C234285,Male,66,Food & Beverage,2,10.46,20.92,Cash,29/08/2022,Kanyon
I217114,C149297,Male,42,Clothing,2,600.16,1200.32,Cash,29/08/2022,Kanyon
I209941,C259416,Male,18,Clothing,2,600.16,1200.32,Cash,29/08/2022,Viaport Outlet
I277349,C661294,Female,25,Food & Beverage,1,5.23,5.23,Cash,29/08/2022,Emaar Square Mall
I980789,C179618,Male,25,Clothing,2,600.16,1200.32,Debit Card,29/08/2022,Metrocity
I323396,C140287,Female,49,Clothing,3,900.24,2700.72,Cash,29/08/2022,Mall of Istanbul
I254998,C200780,Female,50,Toys,3,107.52,322.56,Cash,29/08/2022,Kanyon
I254599,C111559,Female,61,Clothing,1,300.08,300.08,Cash,29/08/2022,Kanyon
I262352,C190273,Male,60,Shoes,5,3000.85,15004.25,Credit Card,29/08/2022,Viaport Outlet
I260192,C309164,Female,35,Food & Beverage,4,20.92,83.68,Debit Card,29/08/2022,Forum Istanbul
I408613,C978970,Female,27,Clothing,5,1500.4,7502,Cash,29/08/2022,Metropol AVM
I290478,C206317,Female,27,Books,5,75.75,378.75,Credit Card,29/08/2022,Kanyon
I219199,C188488,Male,23,Shoes,5,3000.85,15004.25,Debit Card,29/08/2022,Kanyon
I272998,C605372,Female,49,Technology,3,3150,9450,Cash,29/08/2022,Viaport Outlet
I180023,C940298,Female,52,Toys,5,179.2,896,Cash,29/08/2022,Istinye Park
I228317,C121583,Female,32,Clothing,1,300.08,300.08,Cash,29/08/2022,Metrocity
I941622,C183040,Female,26,Clothing,4,1200.32,4801.28,Cash,29/08/2022,Istinye Park
I280245,C652988,Male,67,Books,4,60.6,242.4,Cash,29/08/2022,Metropol AVM
I194212,C766814,Male,31,Shoes,2,1200.34,2400.68,Cash,29/08/2022,Kanyon
I175398,C117699,Male,38,Clothing,2,600.16,1200.32,Debit Card,29/08/2022,Emaar Square Mall
I268791,C143794,Male,40,Clothing,3,900.24,2700.72,Cash,29/08/2022,Cevahir AVM
I242373,C742479,Female,50,Clothing,5,1500.4,7502,Debit Card,29/08/2022,Mall of Istanbul
I307469,C290517,Female,39,Food & Beverage,5,26.15,130.75,Credit Card,29/08/2022,Viaport Outlet
I883047,C193405,Male,32,Clothing,5,1500.4,7502,Credit Card,29/08/2022,Kanyon
I164036,C439546,Female,56,Toys,5,179.2,896,Debit Card,29/08/2022,Metrocity
I712985,C280013,Female,29,Toys,1,35.84,35.84,Credit Card,29/08/2022,Viaport Outlet
I155550,C707767,Male,39,Cosmetics,1,40.66,40.66,Cash,29/08/2022,Emaar Square Mall
I279578,C224085,Female,28,Shoes,1,600.17,600.17,Debit Card,29/08/2022,Mall of Istanbul
I318735,C253519,Male,48,Toys,5,179.2,896,Debit Card,29/08/2022,Mall of Istanbul
I290667,C261102,Female,39,Food & Beverage,3,15.69,47.07,Cash,29/08/2022,Kanyon
I615408,C746321,Male,28,Clothing,5,1500.4,7502,Cash,29/08/2022,Cevahir AVM
I140778,C139149,Female,54,Souvenir,3,35.19,105.57,Cash,29/08/2022,Metrocity
I449823,C189300,Female,65,Cosmetics,4,162.64,650.56,Cash,29/08/2022,Mall of Istanbul
I122791,C123058,Female,47,Clothing,3,900.24,2700.72,Cash,29/08/2022,Metrocity
I621794,C123985,Female,62,Technology,5,5250,26250,Cash,29/08/2022,Metrocity
I220335,C236528,Male,42,Clothing,4,1200.32,4801.28,Credit Card,29/08/2022,Kanyon
I233431,C323544,Female,20,Clothing,4,1200.32,4801.28,Cash,29/08/2022,Istinye Park
I136125,C166115,Female,30,Shoes,5,3000.85,15004.25,Credit Card,29/08/2022,Metrocity
I985438,C416229,Female,35,Food & Beverage,4,20.92,83.68,Cash,29/08/2022,Metrocity
I338564,C274736,Male,62,Toys,2,71.68,143.36,Credit Card,29/08/2022,Kanyon
I236644,C289885,Male,53,Clothing,2,600.16,1200.32,Cash,29/08/2022,Forum Istanbul
I131550,C392654,Male,29,Shoes,2,1200.34,2400.68,Debit Card,29/08/2022,Kanyon
I175376,C296877,Male,29,Souvenir,1,11.73,11.73,Credit Card,29/08/2022,Emaar Square Mall
I147472,C283239,Male,65,Food & Beverage,4,20.92,83.68,Cash,29/08/2022,Mall of Istanbul
I253267,C682339,Female,46,Clothing,5,1500.4,7502,Credit Card,29/08/2022,Metropol AVM
I413728,C190215,Female,58,Clothing,2,600.16,1200.32,Cash,29/08/2022,Kanyon
I204613,C195322,Male,69,Shoes,5,3000.85,15004.25,Credit Card,29/08/2022,Istinye Park
I331899,C335798,Male,23,Clothing,1,300.08,300.08,Cash,29/08/2022,Istinye Park
I318407,C106474,Female,22,Clothing,4,1200.32,4801.28,Credit Card,29/08/2022,Istinye Park
I158318,C251635,Male,24,Food & Beverage,4,20.92,83.68,Cash,29/08/2022,Mall of Istanbul
I327928,C314852,Male,49,Books,2,30.3,60.6,Credit Card,29/08/2022,Metrocity
I192103,C396740,Female,28,Books,1,15.15,15.15,Credit Card,29/08/2022,Zorlu Center
I431436,C297222,Male,48,Shoes,1,600.17,600.17,Cash,29/08/2022,Metrocity
I156946,C238201,Female,21,Cosmetics,1,40.66,40.66,Cash,29/08/2022,Kanyon
I534016,C272640,Female,54,Toys,1,35.84,35.84,Credit Card,29/08/2022,Istinye Park
I126625,C317545,Male,26,Food & Beverage,2,10.46,20.92,Cash,29/08/2022,Metropol AVM
I215340,C940515,Female,63,Clothing,4,1200.32,4801.28,Debit Card,29/08/2022,Forum Istanbul
I159470,C528340,Female,57,Clothing,2,600.16,1200.32,Cash,29/08/2022,Zorlu Center
